235929600,236978175,CN
236978176,241172479,KR
241172480,241434623,IN
241434624,241500159,SG
241500160,241565695,JP
241565696,241598463,IN
241598464,241599487,CN
241599488,241600511,JP
241600512,241602559,AU
241602560,241604607,MY
241604608,241605631,ID
241605632,241606655,CN
241614848,241623039,JP
241623040,241627135,IN
241627136,241631231,HK
241631232,243269631,CN
243269632,243270655,JP
243270656,243271679,NZ
243271680,243272703,TH
243272704,243273727,NP
243273728,243277823,JP
243277824,243286015,AU
243286016,243302399,JP
243302400,243400703,KR
243400704,243531775,CN
243531776,243662847,JP
243662848,243793919,CN
243793920,243859455,HK
243859456,243916799,AU
243916800,243924991,JP
243924992,243990527,KR
243990528,244318207,IN
244318208,245366783,CN
245366784,247463935,VN
247463936,247472127,PH
247472128,247479295,JP
247479296,247480319,CN
247480320,247482367,MY
247482368,247483391,PG
247483392,247484415,CN
247484416,247488511,KR
247488512,247496703,JP
247496704,247504895,PK
247504896,247513087,AU
247513088,247529471,MY
247529472,247595007,JP
247595008,247726079,IN
247726080,247857151,CN
247857152,247988223,HK
247988224,248250367,AU
248250368,248381439,CN
248381440,248446975,KR
248446976,248512511,TH
248512512,249561087,CN
249561088,251658239,VN
251658240,386924543,US
386924544,387055615,CA
387055616,387448831,US
387973120,390332415,US
402653184,404676607,US
404684800,405012479,US
405012480,405143551,CA
405143552,405180415,US
405180416,405184511,CA
405184512,405364735,US
405372928,405422079,PR
405422080,405798911,US
405798912,405831679,CA
405831680,405843967,US
405843968,405848063,CA
405848064,405864447,PR
405864448,405921791,US
405921792,405929983,CA
405929984,405938175,US
405946368,405962751,CA
405962752,405970943,US
405979136,405995519,PR
406003712,406011903,US
406011904,406028287,BS
406028288,406052863,US
406061056,406110207,US
406110208,406142975,CA
406142976,406147071,US
406147072,406151167,CA
406159360,406175743,US
406183936,406188031,CA
406192128,406208511,CA
406216704,406241279,US
406241280,406257663,PR
406274048,406290431,PR
406298624,406306815,PR
406323200,406388735,US
406388736,406454271,CA
406454272,406847487,US
406847488,407408639,CA
407408640,407597055,US
407601152,407605247,US
407609344,407613439,US
407617536,407633919,US
407633920,408420351,CA
408420352,408502271,US
408502272,408518655,CA
408518656,408535039,US
408535040,408551423,CA
408551424,408719359,US
408719360,408723455,VC
408723456,409255935,US
409272320,409337855,US
409337856,409354239,CA
409370624,409509887,US
409534464,409550847,US
409567232,409731071,US
409731072,409862143,CA
409862144,410124287,US
410124288,410189823,CA
410189824,410648575,US
410648576,410714111,CA
410714112,411156479,US
411164672,411168767,CA
411172864,411303935,US
411303936,411369471,NL
411566080,411639807,US
411639808,411643903,CA
411648000,411664383,CA
411664384,411680767,US
411680768,411688959,CA
411697152,411717631,CA
411721728,411746303,CA
411746304,411762687,PR
411762688,411770879,CA
411770880,411779071,US
411779072,411828223,PR
411828224,411885567,US
411893760,411975679,CA
411975680,411979775,US
411979776,411983871,CA
411983872,412057599,US
412073984,412221439,US
412221440,412229631,CA
412254208,412483583,US
412483584,412549119,CA
412549120,412614655,US
412647424,412680191,US
412680192,412688383,CA
412688384,412704767,US
412704768,412708863,CA
412708864,412909567,US
412909568,412917759,CA
412925952,412942335,CA
412942336,412946431,US
412975104,413007871,CA
413007872,413908991,US
413908992,413925375,PR
413925376,415760383,US
415760384,416022527,CA
416022528,416059391,US
416088064,416153599,US
416153600,416161791,BS
416161792,416219135,US
416219136,416251903,CA
416251904,416546815,US
416546816,416579583,CA
416612352,416628735,US
416628736,416636927,CA
416636928,416743423,US
416743424,416776191,CA
416776192,417202175,US
417202176,417267711,CA
417267712,417366015,US
417366016,417398783,CA
417398784,417431551,US
417464320,417529855,CA
417529856,417538047,PR
417538048,417775615,US
417775616,417796095,CA
417796096,417800191,US
417800192,417808383,BS
417808384,417820671,CA
417820672,417857535,US
417857536,417923071,AR
417923072,418062335,US
418062336,418070527,CA
418070528,418078719,US
418078720,418119679,CA
418119680,418316287,US
418316288,418320383,CA
418320384,418643967,US
418643968,418668543,CA
418668544,418672639,US
418672640,418676735,CA
418676736,418693119,BS
418693120,418709503,CA
418709504,418766847,US
418766848,418770943,CA
418770944,418775039,US
418775040,418799615,CA
418799616,418832383,US
418840576,419430399,US
419430400,436207615,GB
436207616,452984831,US
452984832,452985855,JP
452985856,452986879,MY
452986880,452987903,SG
452987904,452988927,VN
452988928,452997119,JP
452997120,453001215,IN
453001216,453009407,AU
453009408,453017599,BD
453050368,453115903,KR
453115904,453246975,VN
453246976,453509119,IN
453509120,455081983,CN
455081984,455213055,AU
455213056,455245823,NP
455245824,455258111,JP
455258112,455262207,SG
455262208,455270399,JP
455270400,455272447,AU
455272448,455274495,CN
455274496,455278591,IN
455278592,455344127,KR
455344128,456130559,CN
456130560,456261631,IN
456261632,456262655,PH
456262656,456263679,IN
456263680,456264703,NP
456264704,456265727,JP
456265728,456269823,ID
456269824,456271871,HK
456271872,456273919,CN
456273920,456286207,AU
456286208,456294399,JP
456294400,456327167,CN
456327168,456523775,TW
456523776,456540159,SG
456540160,456542207,AU
456542208,456544255,CN
456544256,456548351,AU
456548352,456553471,JP
456553472,456554495,MY
456554496,456555519,PK
456555520,456556543,JP
456556544,456560639,AU
456560640,456562687,IN
456562688,456564735,CN
456564736,456572927,IN
456572928,456589311,CN
456589312,456654847,TH
456654848,457179135,IN
457179136,458227711,VN
458227712,459282431,JP
459282432,459284479,TK
459284480,459292671,JP
459292672,459293695,NZ
459293696,459297791,JP
459297792,459298815,IN
459300864,459309055,SG
459309056,459325439,KR
459325440,459333631,AU
459333632,459341823,TW
459341824,459407359,IN
459407360,459456511,JP
459456512,459460607,HK
459460608,459472895,CN
459472896,459505663,AU
459505664,459538431,CN
459538432,459539455,AU
459539456,459540479,TH
459540480,459541503,JP
459541504,459542527,IN
459542528,459544575,HK
459544576,459545599,AU
459545600,459547647,JP
459548672,459550719,TH
459550720,459554815,JP
459554816,459571199,TW
459571200,459735039,KR
459735040,459800575,CN
459800576,459866111,SG
459866112,459931647,TW
459931648,459964415,IN
459964416,459980799,CN
459980800,459983871,AU
459983872,459984895,CN
459984896,459986943,JP
459986944,459988991,PH
459988992,459997183,JP
459997184,460062719,IN
460062720,460128255,PH
460128256,460136447,IN
460136448,460144639,CN
460144640,460152831,PH
460152832,460154879,JP
460154880,460155903,SG
460155904,460156927,AU
460156928,460158975,KH
460158976,460159999,JP
460161024,460193791,MO
460193792,460210175,JP
460210176,460214271,HK
460214272,460218367,MY
460218368,460224511,JP
460224512,460226559,NZ
460226560,460259327,PH
460259328,460261375,AU
460261376,460262399,KH
460262400,460263423,NZ
460263424,460267519,NP
460267520,460275711,ID
460275712,460277759,AU
460278784,460279807,JP
460279808,460283903,AU
460283904,460292095,KR
460292096,460300287,JP
460300288,460312575,HK
460312576,460320767,SG
460320768,460324863,AU
460324864,460341247,CN
460341248,460343295,ID
460343296,460344319,AU
460344320,460345343,ID
460345344,460349439,CN
460349440,460351487,AU
460351488,460353535,JP
460353536,460355583,TH
460355584,460356607,IN
460356608,460357631,JP
460357632,460423167,KR
460423168,460439551,CN
460439552,460451839,JP
460451840,460453887,AU
460453888,460454911,JP
460454912,460455935,IN
460455936,460488703,JP
460488704,460505087,MV
460505088,460521471,SG
460521472,460554239,CN
460554240,460587007,KR
460587008,460591103,JP
460591104,460593151,IN
460593152,460595199,JP
460595200,460596223,IN
460596224,460597247,AU
460597248,460598271,JP
460598272,460599295,CN
460599296,460601343,IN
460601344,460602367,AF
460602368,460603391,KH
460603392,460718079,KR
460718080,460722175,JP
460722176,460726271,VN
460726272,460734463,IN
460734464,460865535,KR
460865536,460931071,JP
460931072,460933119,AU
460933120,460935167,CN
460935168,460937215,ID
460937216,460938239,NZ
460938240,460939263,JP
460939264,460940287,NZ
460940288,460941311,IN
460941312,460942335,AU
460942336,460943359,MY
460943360,460945407,AU
460945408,460947455,CN
460947456,460980223,JP
460980224,460981247,NC
460981248,460983295,JP
460983296,460984319,HK
460984320,460988415,PG
460988416,460994559,JP
460994560,460995583,MY
460995584,460996607,SG
460996608,461008895,JP
461008896,461012991,AU
461012992,461045759,KR
461045760,461047807,ID
461047808,461049855,JP
461049856,461050879,TH
461050880,461051903,NZ
461051904,461053951,AU
461053952,461062143,HK
461062144,461078527,IN
461078528,461094911,FJ
461094912,461099007,HK
461099008,461100031,JP
461100032,461101055,MN
461101056,461102079,IN
461102080,461103103,ID
461103104,461111295,PH
461111296,461127679,IN
461127680,461131775,PH
461131776,461135871,ID
461135872,461144063,AU
461144064,461209599,KR
461209600,461225983,SG
461225984,461227007,WF
461227008,461228031,SG
461228032,461229055,IN
461229056,461230079,JP
461230080,461234175,AU
461234176,461242367,MY
461242368,461258751,KR
461258752,461279231,JP
461279232,461281279,AU
461281280,461282303,PH
461282304,461283327,MY
461283328,461287423,JP
461287424,461307903,HK
461307904,461357055,JP
461357056,461369343,AU
461369344,461373439,JP
461373440,461504511,CN
461504512,461570047,TH
461570048,461572095,ID
461572096,461573119,JP
461573120,461574143,BD
461574144,461578239,JP
461578240,461586431,MY
461586432,461602815,AU
461602816,461619199,TH
461619200,461623295,JP
461623296,461625343,IN
461625344,461626367,AU
461626368,461627391,CN
461627392,461633535,JP
461633536,461635583,ID
461635584,462422015,JP
462422016,462487551,CN
462487552,462553087,TH
462553088,462618623,MY
462618624,462635007,TW
462635008,462651391,JP
462651392,462684159,BD
462684160,463470591,CN
463470592,465043455,KR
465043456,467927039,CN
467927040,468189183,JP
468189184,468713471,KR
468713472,469237759,TW
469237760,469499903,IN
469499904,469565439,NZ
469565440,469598207,AU
469598208,469630975,JP
469630976,469696511,TH
469696512,469712895,PK
469712896,469729279,KR
469729280,469762047,IN
469762048,520093695,US
520093696,520257535,PL
520257536,520290303,RO
520290304,520292351,TR
520292352,520294399,NL
520294400,520296447,RU
520296448,520298495,UA
520298496,520306687,SK
520306688,520308735,GB
520308736,520310783,DK
520310784,520312831,DE
520312832,520314879,MK
520314880,520318975,NL
520318976,520323071,ES
520323072,520325119,CH
520325120,520327167,FR
520327168,520329215,GB
520329216,520331263,EU
520331264,520339455,IT
520339456,520343551,UA
520343552,520355839,GB
520355840,520421375,ES
520421376,520486911,AT
520486912,520503295,NL
520503296,520505343,PL
520505344,520507391,GB
520507392,520511487,TR
520511488,520519679,UA
520519680,520552447,PL
520552448,520554495,NL
520554496,520556543,GB
520556544,520560639,FI
520560640,520562687,TR
520562688,520564735,PL
520564736,520566783,IE
520566784,520568831,EU
520568832,520589311,IR
520589312,520593407,IT
520593408,520595455,AM
520595456,520597503,MK
520597504,520601599,DE
520601600,520609791,SI
520609792,520613887,RU
520613888,520615935,CZ
520615936,520617983,FR
520617984,520683519,RU
520683520,520749055,SY
520749056,520753151,RU
520753152,520757247,LI
520757248,520761343,GB
520761344,520763391,IT
520763392,520765439,CZ
520765440,520781823,RU
520781824,520822783,CH
520822784,520824831,IT
520824832,520826879,RO
520826880,520828927,QA
520828928,520830975,NL
520830976,520847359,MK
520847360,520880127,PL
520880128,520882175,AT
520882176,520884223,IT
520884224,520888319,MK
520888320,520896511,DE
520896512,520898559,BE
520898560,520912895,GB
520912896,520945663,UA
520945664,520947711,GB
520947712,520949759,SE
520949760,520951807,RU
520951808,520953855,IE
520953856,520962047,RU
520962048,520978431,IE
520978432,520980479,RU
520980480,520982527,IT
520982528,520984575,RU
520984576,520986623,GB
520986624,520988671,PS
520988672,520990719,DE
520990720,520992767,RU
520992768,520994815,ES
520994816,521011199,BG
521011200,521076735,RO
521076736,521078783,ES
521078784,521080831,CZ
521080832,521082879,RU
521082880,521084927,FR
521084928,521093119,SE
521093120,521095167,DE
521095168,521097215,IT
521097216,521101311,RU
521101312,521103359,IT
521103360,521105407,GB
521105408,521107455,IS
521107456,521109503,FI
521109504,521142271,SI
521142272,521404415,DE
521404416,521535487,NL
521535488,521537535,GB
521537536,521539583,RU
521539584,521541631,BE
521541632,521543679,DE
521543680,521545727,RU
521545728,521547775,GB
521547776,521551871,AL
521551872,521553919,DE
521553920,521555967,GB
521555968,521558015,NL
521558016,521560063,CY
521560064,521562111,PL
521562112,521564159,GB
521564160,521566207,GR
521566208,521568255,LU
521568256,521601023,PT
521601024,521666559,RU
521666560,521668607,GB
521668608,521670655,CH
521670656,521672703,HU
521672704,521674751,RU
521674752,521676799,GB
521676800,521678847,ES
521678848,521680895,NL
521680896,521682943,EE
521682944,521687039,SE
521687040,521689087,GB
521689088,521691135,BY
521691136,521693183,DE
521693184,521695231,GB
521695232,521697279,BE
521697280,521699327,ES
521699328,521701375,NO
521701376,521703423,IT
521703424,521705471,DE
521705472,521707519,ES
521707520,521709567,NL
521709568,521711615,DE
521711616,521713663,SK
521713664,521715711,HU
521715712,521717759,LV
521717760,521719807,IR
521719808,521721855,UA
521721856,521723903,GB
521723904,521725951,SA
521725952,521727999,IR
521728000,521732095,FR
521732096,521736191,GB
521736192,521738239,DK
521738240,521740287,RU
521740288,521742335,IT
521742336,521746431,DE
521746432,521748479,NL
521748480,521750527,SE
521750528,521752575,PS
521752576,521754623,FR
521754624,521756671,IR
521756672,521758719,NL
521758720,521760767,IR
521760768,521762815,IL
521762816,521764863,CH
521764864,521766911,IR
521766912,521768959,IQ
521768960,521771007,FI
521771008,521773055,DE
521773056,521775103,GB
521775104,521777151,TR
521777152,521779199,ES
521779200,521783295,GB
521783296,521785343,RU
521785344,521787391,ES
521787392,521789439,NO
521789440,521791487,RU
521791488,521793535,IR
521793536,521795583,RU
521795584,521797631,PL
521797632,521928703,IT
521928704,521945087,RU
521945088,521953279,GB
521953280,521961471,RU
521961472,521969663,CZ
521969664,521977855,UA
521977856,521986047,RU
521986048,521994239,UA
521994240,522002431,KG
522002432,522010623,IR
522010624,522018815,AE
522018816,522027007,FR
522027008,522059775,RU
522059776,522125311,CZ
522125312,522133503,MD
522133504,522135551,GB
522135552,522137599,IT
522137600,522141695,CH
522141696,522143743,RU
522143744,522145791,CZ
522145792,522147839,DK
522147840,522149887,ES
522149888,522158079,UA
522158080,522166271,BE
522166272,522168319,SE
522168320,522170367,RU
522170368,522174463,YE
522174464,522178559,RU
522178560,522180607,DE
522180608,522182655,KZ
522182656,522190847,CZ
522190848,522715135,FR
522715136,522717183,IR
522717184,522719231,RU
522719232,522721279,CZ
522721280,522723327,RU
522723328,522741759,CZ
522741760,522743807,UA
522743808,522747903,RU
522747904,522780671,UA
522780672,522782719,RU
522782720,522784767,UA
522784768,522786815,BG
522786816,522788863,PL
522788864,522792959,CZ
522792960,522795007,UA
522795008,522797055,RU
522797056,522799103,CZ
522799104,522801151,UA
522801152,522803199,PL
522803200,522809343,CZ
522809344,522811391,UA
522811392,522813439,CZ
522813440,522815487,EU
522815488,522819583,PL
522819584,522821631,CZ
522821632,522823679,RU
522823680,522827775,PL
522827776,522829823,CZ
522829824,522831871,RU
522831872,522833919,CZ
522833920,522835967,PL
522835968,522838015,CZ
522838016,522840063,RU
522840064,522842111,PL
522842112,522844159,CZ
522844160,522846207,RU
522846208,522854399,PL
522854400,522858495,CZ
522858496,522862591,UA
522862592,522866687,CZ
522866688,522870783,LV
522870784,522874879,CZ
522874880,522887167,EU
522887168,522960895,CZ
522960896,522969087,RU
522969088,522977279,CZ
522977280,522981375,RU
522981376,522985471,IT
522985472,522989567,CH
522989568,522993663,RU
522993664,522997759,AL
522997760,523001855,RU
523001856,523005951,LT
523005952,523010047,IT
523010048,523014143,IL
523014144,523018239,ES
523018240,523022335,IT
523022336,523026431,RU
523026432,523030527,TR
523030528,523034623,FR
523034624,523038719,SE
523038720,523042815,RU
523042816,523075583,NO
523075584,523108351,HR
523108352,523173887,HU
523173888,523182079,BA
523182080,523190271,IR
523190272,523192319,FI
523192320,523194367,ES
523194368,523196415,DE
523196416,523198463,AE
523198464,523202559,CZ
523202560,523223039,RU
523223040,523225087,AM
523225088,523227135,SE
523227136,523229183,RO
523229184,523231231,GB
523231232,523239423,DE
523239424,523763711,GB
523763712,524025855,IR
524025856,524287999,PL
524288000,528482303,GB
528482304,528490495,PL
528490496,528498687,CZ
528498688,528506879,EU
528506880,528515071,UA
528515072,528539647,CZ
528539648,528547839,UA
528547840,528588799,CZ
528588800,528596991,UA
528596992,528637951,CZ
528637952,528642047,PL
528642048,528646143,RU
528646144,528658431,CZ
528658432,528662527,IR
528662528,528664575,RU
528664576,528666623,CZ
528666624,528668671,RU
528668672,528670719,PL
528670720,528674815,SE
528674816,528676863,EU
528676864,528678911,CZ
528678912,528680959,UA
528680960,528683007,RO
528683008,528689151,UA
528689152,528691199,RO
528691200,528695295,PL
528695296,528699391,UA
528699392,528701439,CZ
528701440,528703487,RU
528703488,528711679,UA
528711680,528715775,EU
528715776,528719871,CZ
528719872,528721919,RO
528721920,528723967,PL
528723968,528726015,ES
528726016,528740351,CZ
528740352,528742399,IT
528742400,528744447,UA
528744448,528746495,GB
528746496,528748543,RO
528748544,528752639,CZ
528752640,528760831,RO
528760832,528762879,PL
528762880,528764927,CZ
528764928,528769023,RO
528769024,528793599,CZ
528793600,528795647,RO
528795648,528797695,NL
528797696,528805887,CZ
528805888,528809983,RO
528809984,528812031,PL
528812032,528814079,CZ
528814080,528816127,PL
528816128,528818175,RO
528818176,528826367,UA
528826368,528830463,EU
528830464,528834559,CZ
528834560,528836607,RO
528836608,528838655,RU
528838656,528840703,UA
528840704,528842751,CZ
528842752,528859135,SE
528859136,528861183,RO
528861184,528879615,CZ
528879616,528883711,RU
528883712,528887807,CZ
528887808,528891903,PL
528891904,528906239,CZ
528906240,528908287,UA
528908288,528924671,CZ
528924672,528926719,RU
528926720,528928767,NL
528928768,528941055,CZ
528941056,528943103,RO
528943104,528945151,CZ
528945152,528949247,PL
528949248,528965631,CZ
528965632,528982015,UA
528982016,528984063,PL
528984064,528986111,RO
528986112,528988159,UA
528988160,528990207,RO
528990208,528994303,PL
528994304,528996351,CZ
528996352,528998399,LT
528998400,529002495,CZ
529002496,529006591,RU
529006592,529268735,NL
529268736,529530879,TR
529530880,529596415,UA
529596416,529661951,TR
529661952,529727487,GE
529727488,529793023,HR
529793024,529858559,CZ
529858560,529924095,NL
529924096,529989631,DE
529989632,530055167,NL
530055168,530120703,GR
530120704,530186239,CY
530186240,530251775,IL
530251776,530317311,TR
530317312,530579455,IT
530579456,530710527,NL
530710528,530841599,RU
530841600,530972671,CH
530972672,531103743,SA
531103744,531169279,IL
531169280,531177471,KZ
531177472,531179519,GB
531179520,531181567,FR
531181568,531183615,GB
531183616,531185663,NL
531185664,531193855,TR
531193856,531195903,GB
531195904,531197951,IT
531197952,531199999,GB
531200000,531202047,RU
531202048,531234815,CZ
531234816,531236863,IE
531236864,531238911,FR
531238912,531240959,LV
531240960,531243007,SE
531243008,531245055,RU
531245056,531247103,IT
531247104,531251199,IR
531251200,531259391,SK
531259392,531261439,ES
531261440,531263487,DE
531263488,531265535,RU
531265536,531267583,GB
531267584,531275775,UA
531275776,531277823,LT
531277824,531279871,RU
531279872,531281919,CZ
531281920,531283967,RU
531283968,531292159,DE
531292160,531333119,AZ
531333120,531335167,NL
531335168,531337215,IT
531337216,531339263,CH
531339264,531341311,AL
531341312,531349503,KZ
531349504,531351551,RU
531351552,531353599,NL
531353600,531355647,EU
531355648,531357695,IR
531357696,531361791,HU
531361792,531365887,CH
531365888,531398655,DE
531398656,531400703,RU
531400704,531402751,UA
531402752,531404799,LU
531404800,531406847,FI
531406848,531415039,GB
531415040,531423231,RU
531423232,531425279,NO
531425280,531427327,FR
531427328,531431423,GB
531431424,531496959,RO
531496960,531628031,PL
531628032,531660799,TR
531660800,531693567,BA
531693568,531695615,RU
531695616,531697663,LT
531697664,531699711,GB
531699712,531701759,CZ
531701760,531703807,NL
531703808,531705855,IT
531705856,531707903,ES
531707904,531709951,GR
531709952,531718143,RU
531718144,531720191,CH
531720192,531722239,RU
531722240,531724287,IT
531724288,531726335,DE
531726336,531759103,TR
531759104,531890175,PL
531890176,532021247,RU
532021248,532152319,PL
532152320,532168703,DE
532168704,532185087,NL
532185088,532201471,IR
532201472,532221951,RU
532221952,532223999,IT
532224000,532226047,NO
532226048,532234239,GB
532234240,532242431,DK
532242432,532244479,IT
532244480,532246527,DE
532246528,532250623,BA
532250624,532283391,GB
532283392,532291583,TR
532291584,532293631,IE
532293632,532295679,IT
532295680,532297727,KG
532297728,532303871,RU
532303872,532305919,PL
532305920,532307967,NO
532307968,532310015,RU
532310016,532312063,GR
532312064,532314111,JE
532314112,532316159,DE
532316160,532324351,RU
532324352,532328447,NL
532328448,532330495,PS
532330496,532332543,CZ
532332544,532340735,PL
532340736,532348927,GB
532348928,532365311,PL
532365312,532373503,DE
532373504,532375551,RU
532375552,532377599,IT
532377600,532381695,DE
532381696,532414463,NL
532414464,532676607,IT
532676608,532692991,GE
532692992,532701183,CZ
532701184,532703231,GB
532703232,532705279,RU
532705280,532709375,EU
532709376,532725759,RU
532725760,532729855,PT
532729856,532731903,TR
532731904,532733951,PL
532733952,532735999,SE
532736000,532738047,RU
532738048,532740095,GB
532740096,532742143,KG
532742144,532746239,GB
532746240,532750335,IT
532750336,532752383,SM
532752384,532754431,BE
532754432,532756479,FR
532756480,532758527,IT
532758528,532762623,SY
532762624,532766719,UA
532766720,532768767,PL
532768768,532770815,NL
532770816,532772863,IR
532772864,532774911,RU
532774912,532779007,GB
532779008,532783103,IR
532783104,532785151,AT
532785152,532787199,GB
532787200,532789247,BE
532789248,532791295,DK
532791296,532793343,LT
532793344,532795391,SE
532795392,532797439,CH
532797440,532799487,IE
532799488,532801535,ES
532801536,532803583,DK
532803584,532805631,FR
532805632,532807679,SE
532807680,533200895,IT
533200896,533233663,TR
533233664,533250047,IE
533250048,533254143,RU
533254144,533256191,NL
533256192,533262335,RU
533262336,533264383,ES
533264384,533266431,RU
533266432,533331967,NL
533331968,533397503,UA
533397504,533463039,KW
533463040,533479423,RU
533479424,533481471,SE
533481472,533483519,NO
533483520,533485567,FR
533485568,533487615,LU
533487616,533491711,RU
533491712,533495807,DE
533495808,533503999,NL
533504000,533512191,RU
533512192,533528575,ME
533528576,533594111,GB
533594112,533659647,TR
533659648,533676031,CZ
533676032,533680127,GB
533680128,533682175,TR
533682176,533684223,ES
533684224,533692415,IT
533692416,533725183,RU
533725184,533807103,SE
533807104,533811199,LT
533811200,533815295,DE
533815296,533819391,TR
533819392,533823487,DE
533823488,533825535,BE
533825536,533831679,IS
533831680,533835775,DE
533835776,533837823,SE
533837824,533839871,DE
533839872,533856255,IS
533856256,533858303,FR
533858304,533860351,HU
533860352,533862399,DE
533862400,533864447,GB
533864448,533889023,TR
533889024,533891071,GB
533891072,533893119,RU
533893120,533895167,ES
533895168,533897215,TR
533897216,533899263,DE
533899264,533901311,RU
533901312,533905407,IL
533905408,533913599,RU
533913600,533915647,ES
533915648,533919743,GB
533919744,533921791,SE
533921792,533954559,RU
533954560,533962751,BG
533962752,533964799,GB
533964800,533966847,NO
533966848,533968895,DE
533968896,533970943,ES
533970944,533987327,SE
533987328,534118399,DE
534118400,534151167,KW
534151168,534183935,DE
534183936,534249471,RO
534249472,534253567,GB
534253568,534257663,FR
534257664,534259711,SE
534259712,534261759,CH
534261760,534263807,GB
534263808,534265855,PL
534265856,534282239,CY
534282240,534284287,IT
534284288,534286335,SE
534286336,534288383,LU
534288384,534290431,IT
534290432,534296575,RU
534296576,534298623,BA
534298624,534306815,HR
534306816,534308863,SE
534308864,534310911,IE
534310912,534315007,IT
534315008,534347775,HR
534347776,534355967,GB
534355968,534364159,GR
534364160,534366207,FI
534366208,534368255,IT
534368256,534370303,IR
534370304,534372351,AT
534372352,534374399,KW
534374400,534376447,FR
534376448,534378495,IE
534378496,534380543,FR
534380544,534511615,AE
534511616,534544383,DE
534544384,534546431,RO
534546432,534548479,DE
534548480,534550527,PL
534550528,534560767,RU
534560768,534609919,GB
534609920,534642687,ES
534642688,534646783,CZ
534646784,534648831,PL
534648832,534650879,CH
534650880,534652927,RU
534652928,534654975,AL
534654976,534663167,GB
534663168,534675455,ES
534675456,534691839,GB
534691840,534693887,FR
534693888,534700031,GB
534700032,534708223,JO
534708224,534740991,TR
534740992,534749183,BA
534749184,534753279,NL
534753280,534757375,PS
534757376,534761471,KZ
534761472,534765567,BA
534765568,534767615,UA
534767616,534769663,HU
534769664,534773759,IT
534773760,536870911,DE
536870912,603979775,US
603979776,603980799,CN
603980800,603981823,NP
603981824,604110847,CN
604110848,604241919,JP
604241920,604504063,CN
604504064,605028351,JP
605028352,606412799,CN
606412800,606413823,HK
606413824,606414335,CN
606414336,606414591,AU
606414592,606420991,CN
606420992,606437375,ID
606437376,606470143,KH
606470144,606601215,KR
606601216,607256575,CN
607322112,607387647,CN
607387648,607649791,JP
607649792,608174079,CN
608174080,610271231,ID
610271232,618659839,CN
618659840,619708415,TW
619708416,620232703,JP
620232704,620494847,CN
620494848,620625919,NP
620625920,620691455,CN
637534208,654311423,US
654311424,654311679,CN
654311680,654311935,AU
654311936,654376959,CN
654376960,654442495,TW
654442496,654573567,JP
654573568,654835711,KR
654835712,655359999,TW
655360000,656408575,KR
656408576,658505727,PK
658505728,661651455,CN
661651456,662700031,KR
662700032,666894335,CN
